drug_a_name,drug_b_name,cell,synergy
5743,3062316,HT144,-35.98115982
5743,3062316,HT29,9.24353297
5743,3062316,KPL1,49.29822811
5743,3062316,LOVO,61.01399927
5743,3062316,MDAMB436,-5.903960627
5743,3062316,NCIH1650,18.35923453
5743,3062316,NCIH2122,60.52033784
5743,3062316,NCIH23,3.083911945
5743,3062316,NCIH460,-13.60867096
5743,3062316,NCIH520,28.41521007
5743,3062316,OV90,-14.00130496
5743,3062316,RKO,1.788086056
5743,3062316,RPMI7951,-23.30165857
5743,3062316,SKMEL30,-15.5409231
5743,3062316,SKMES1,59.07601127
5743,3062316,SKOV3,32.5124521
5743,3062316,SW620,7.398222743
5743,3062316,SW837,8.449442721
5743,3062316,T47D,-56.4086851
5743,3062316,UACC62,-2.482450866
5743,3062316,VCAP,-24.49171442
5743,3062316,ZR751,0.922192098
5743,176870,A2058,-18.8279417
5743,176870,A2780,-4.100159134
5743,176870,A375,-1.770837185
5743,176870,CAOV3,42.95743104
5743,176870,DLD1,6.355137572
5743,176870,ES2,-19.21052691
5743,176870,HCT116,-4.746029021
5743,176870,HT144,-21.42706708
5743,176870,HT29,4.12703723
5743,176870,KPL1,13.31386359
5743,176870,LOVO,18.49637803
5743,176870,MDAMB436,-7.729784474
5743,176870,NCIH1650,33.09442231
5743,176870,NCIH2122,52.71829456
5743,176870,NCIH23,-1.824167112
5743,176870,NCIH460,-8.783913929
5743,176870,NCIH520,-0.161442762
5743,176870,OV90,-14.43662286
5743,176870,RKO,-12.1036628
5743,176870,RPMI7951,-32.28269213
5743,176870,SKMEL30,-2.881767161
5743,176870,SKMES1,10.6860991
5743,176870,SKOV3,37.67902288
5743,176870,SW620,-7.473678042
5743,176870,SW837,15.56931326
5743,176870,T47D,-22.50252279
5743,176870,UACC62,-6.919186741
5743,176870,VCAP,-14.64932466
5743,176870,ZR751,29.72083762
5743,5288382,A2058,-0.401830321
5743,5288382,A2780,-5.672406019
5743,5288382,A375,1.43809349
5743,5288382,CAOV3,-8.423246122
5743,5288382,DLD1,6.642542505
5743,5288382,ES2,-10.66512029
5743,5288382,HCT116,3.685837482
5743,5288382,HT144,-8.684713995
5743,5288382,HT29,-6.712498727
5743,5288382,KPL1,16.83025916
5743,5288382,LOVO,2.463237142
5743,5288382,MDAMB436,11.22422761
5743,5288382,NCIH1650,0.141511919
5743,5288382,NCIH2122,-6.274372321
5743,5288382,NCIH23,-9.378163033
5743,5288382,NCIH460,3.740915007
5743,5288382,NCIH520,-6.572743304
5743,5288382,OV90,-22.2375828
5743,5288382,RKO,7.58262844
5743,5288382,RPMI7951,-18.16506912
5743,5288382,SKMEL30,7.496298517
5743,5288382,SKMES1,5.745726626
5743,5288382,SKOV3,-8.349969985
5743,5288382,SW620,-8.09245655
5743,5288382,SW837,-8.372438633
5743,5288382,T47D,-30.07927989
5743,5288382,UACC62,-1.401382359
5743,5288382,VCAP,5.049612742
5743,5288382,ZR751,-17.59747838
5743,208908,A2058,-16.23708253
5743,208908,A2780,0.367522737
5743,208908,A375,-5.107578959
5743,208908,CAOV3,50.78208204
5743,208908,DLD1,6.431139018
5743,208908,ES2,-22.31396343
5743,208908,HCT116,-1.598041764
5743,208908,HT144,-18.76719077
5743,208908,HT29,11.86955253
5743,208908,KPL1,8.319961335
5743,208908,LOVO,28.11855047
5743,208908,MDAMB436,-9.543124494
5743,208908,NCIH1650,29.08798755
5743,208908,NCIH2122,32.69391907
5743,208908,NCIH23,5.871082111
5743,208908,NCIH460,-16.75533239
5743,208908,NCIH520,3.779415388
5743,208908,OV90,-17.45420697
5743,208908,RKO,-10.0183544
5743,208908,RPMI7951,-42.24253708
5743,208908,SKMEL30,-4.610490963
5743,208908,SKMES1,15.56425173
5743,208908,SKOV3,42.19924568
5743,208908,SW620,-4.669340809
5743,208908,SW837,14.40738265
5743,208908,T47D,-44.21924557
5743,208908,UACC62,-6.612425733
5743,208908,VCAP,-29.52280562
5743,208908,ZR751,34.22696236
5743,216239,A2058,11.61901571
5743,216239,A2780,-0.5703148
5743,216239,A375,15.86655273
5743,216239,CAOV3,24.47714374
5743,216239,DLD1,14.05008888
5743,216239,ES2,5.951390891
5743,216239,HCT116,6.525992777
5743,216239,HT144,-0.354756851
5743,216239,HT29,4.298111837
5743,216239,KPL1,7.102119068
5743,216239,LOVO,5.380538143
5743,216239,MDAMB436,1.852874089
5743,216239,NCIH1650,4.103591518
5743,216239,NCIH2122,3.444270173
5743,216239,NCIH23,7.666184065
5743,216239,NCIH460,10.88632389
5743,216239,NCIH520,10.80175484
5743,216239,OV90,2.447515705
5743,216239,RKO,4.956578164
5743,216239,RPMI7951,-0.696006645
5743,216239,SKMEL30,8.158212698
5743,216239,SKMES1,11.10224155
5743,216239,SKOV3,10.19483598
5743,216239,SW620,4.937039033
5743,216239,SW837,0.377026601
5743,216239,T47D,9.223386018
5743,216239,UACC62,9.746837644
5743,216239,VCAP,-10.39016133
5743,216239,ZR751,-17.40228488
5743,5329102,A2058,9.02650146
5743,5329102,A2780,0.654091661
5743,5329102,A375,20.16357105
5743,5329102,CAOV3,14.28566063
5743,5329102,DLD1,12.51366088
5743,5329102,ES2,4.200423137
5743,5329102,HCT116,7.722811564
5743,5329102,HT144,0.881583908
5743,5329102,HT29,9.398603455
5743,5329102,KPL1,22.5183179
5743,5329102,LOVO,10.87418112
5743,5329102,MDAMB436,3.613653009
5743,5329102,NCIH1650,16.64263172
5743,5329102,NCIH2122,14.80396177
5743,5329102,NCIH23,7.642834623
5743,5329102,NCIH460,6.538523478
5743,5329102,NCIH520,13.9395735
5743,5329102,OV90,5.995643696
5743,5329102,RKO,5.347746375
5743,5329102,RPMI7951,-6.838311808
5743,5329102,SKMEL30,8.352167866
5743,5329102,SKMES1,33.92197951
5743,5329102,SKOV3,27.84233779
5743,5329102,SW620,3.773114349
5743,5329102,SW837,-1.857958757
5743,5329102,T47D,0.642971401
5743,5329102,UACC62,17.22275819
5743,5329102,VCAP,3.404617819
5743,5329102,ZR751,8.944344075
5743,5311,A2058,-12.44071418
5743,5311,A2780,5.659934802
5743,5311,A375,10.96468678
5743,5311,CAOV3,21.11872937
5743,5311,DLD1,13.77443149
5743,5311,ES2,-3.740107406
5743,5311,HCT116,3.345527975
5743,5311,HT144,-7.229792766
5743,5311,HT29,14.43658235
5743,5311,KPL1,4.880187169
5743,5311,LOVO,15.14782236
5743,5311,MDAMB436,1.586979604
5743,5311,NCIH1650,14.9523124
5743,5311,NCIH2122,4.983586636
5743,5311,NCIH23,3.372589408
5743,5311,NCIH460,6.119034351
5743,5311,NCIH520,2.108457821
5743,5311,OV90,3.628838738
5743,5311,RKO,10.74608128
5743,5311,RPMI7951,-11.631194
5743,5311,SKMEL30,14.53281206
5743,5311,SKMES1,9.333971043
5743,5311,SKOV3,9.380735959
5743,5311,SW620,8.657860878
5743,5311,SW837,2.546548673
5743,5311,T47D,-2.057246501
5743,5311,UACC62,12.22720811
5743,5311,VCAP,6.495242192
5743,5311,ZR751,5.571742766
31703,45480520,A2058,-7.85025899
31703,45480520,A2780,10.10585397
31703,45480520,A375,8.469819782
31703,45480520,CAOV3,9.125581064
31703,45480520,DLD1,-3.363130747
31703,45480520,ES2,12.82547444
31703,45480520,HCT116,5.968013828
31703,45480520,HT144,6.432351526
31703,45480520,HT29,9.970970163
31703,45480520,KPL1,-2.153656109
31703,45480520,LOVO,4.940928364
31703,45480520,MDAMB436,0.36798677
31703,45480520,NCIH1650,0.089067532
31703,45480520,NCIH2122,-6.20889926
31703,45480520,NCIH23,-1.066014263
31703,45480520,NCIH460,4.515507694
31703,45480520,NCIH520,-3.710738903
31703,45480520,OV90,-6.707802018
31703,45480520,RKO,1.889029763
31703,45480520,RPMI7951,0.648999084
31703,45480520,SKMEL30,-16.76489181
31703,45480520,SKMES1,7.406824616
31703,45480520,SKOV3,6.550595161
31703,45480520,SW620,6.146685907
31703,45480520,SW837,-5.478968633
31703,45480520,T47D,18.45688891
31703,45480520,UACC62,9.302015775
31703,45480520,VCAP,6.465862889
31703,45480520,ZR751,0.832933291
31703,387447,A2058,-6.710785962
31703,387447,A2780,-2.726155185
31703,387447,A375,-12.52496679
31703,387447,CAOV3,-15.85211812
31703,387447,DLD1,-0.059756192
31703,387447,ES2,-29.20215971
31703,387447,HCT116,-5.662637467
31703,387447,HT144,-11.24310517
31703,387447,HT29,-15.48976013
31703,387447,KPL1,-5.242772252
31703,387447,LOVO,3.783414197
31703,387447,MDAMB436,-5.178433721
31703,387447,NCIH1650,-23.04617464
31703,387447,NCIH2122,-24.85599185
31703,387447,NCIH23,-12.7654294
31703,387447,NCIH460,-6.493141965
31703,387447,NCIH520,-34.04301459
31703,387447,OV90,-24.81815616
31703,387447,RKO,-8.243010769
31703,387447,RPMI7951,-11.75971147
31703,387447,SKMEL30,-13.39101488
31703,387447,SKMES1,-19.80912814
31703,387447,SKOV3,-19.96631996
31703,387447,SW620,1.733038323
31703,387447,SW837,8.15241746
31703,387447,T47D,9.316638574
31703,387447,UACC62,-13.95935897
31703,387447,VCAP,-4.834704013
31703,387447,ZR751,-18.24064921
31703,3062316,A2058,2.442853885
31703,3062316,A2780,31.39869974
31703,3062316,A375,0.867937328
31703,3062316,CAOV3,13.72943055
31703,3062316,DLD1,11.17531248
31703,3062316,ES2,7.003981225
31703,3062316,HCT116,19.4491848
31703,3062316,HT144,-9.383591957
31703,3062316,HT29,24.2714133
31703,3062316,KPL1,29.52235794
31703,3062316,LOVO,40.48800624
31703,3062316,MDAMB436,4.296104967
31703,3062316,NCIH1650,41.57685475
31703,3062316,NCIH2122,-45.52738575
31703,3062316,NCIH23,3.810626248
31703,3062316,NCIH460,32.16283448
31703,3062316,NCIH520,37.63085438
31703,3062316,OV90,11.05204656
31703,3062316,RKO,27.20003072
31703,3062316,RPMI7951,5.293499461
31703,3062316,SKMEL30,2.63913352
31703,3062316,SKMES1,11.6918643
31703,3062316,SKOV3,9.895632405
31703,3062316,SW620,36.68571176
31703,3062316,SW837,42.52311403
31703,3062316,T47D,47.20344049
31703,3062316,UACC62,13.10650658
31703,3062316,VCAP,22.68755667
31703,3062316,ZR751,14.93048546
31703,176870,A2058,3.078529683
31703,176870,A2780,9.169322298
31703,176870,A375,-5.409191442
31703,176870,CAOV3,7.892790477
31703,176870,DLD1,-12.60457968
31703,176870,ES2,-4.488325887
31703,176870,HCT116,15.81371167
31703,176870,HT144,9.040954004
31703,176870,HT29,6.139727738
31703,176870,KPL1,4.381138486
31703,176870,LOVO,21.36506775
31703,176870,MDAMB436,-1.302458064
31703,176870,NCIH1650,11.0151241
31703,176870,NCIH2122,21.06180058
31703,176870,NCIH23,4.906909855
31703,176870,NCIH460,9.764267312
31703,176870,NCIH520,-3.824386717
31703,176870,OV90,-17.80334417
31703,176870,RKO,11.13582703
31703,176870,RPMI7951,-7.203985112
31703,176870,SKMEL30,-0.245092368
31703,176870,SKMES1,-7.58939023
31703,176870,SKOV3,-21.42793885
31703,176870,SW620,4.873495219
31703,176870,SW837,31.14249805
31703,176870,T47D,23.91141393
31703,176870,UACC62,16.17977615
31703,176870,VCAP,12.41447534
31703,176870,ZR751,22.75731903
31703,5288382,A2058,8.7563453
31703,5288382,A2780,2.697657434
31703,5288382,A375,-6.025828119
31703,5288382,CAOV3,-12.66027519
31703,5288382,DLD1,-7.33289702
31703,5288382,ES2,3.573388817
31703,5288382,HCT116,-3.996297244
31703,5288382,HT144,-2.499539768
31703,5288382,HT29,-0.73809681
31703,5288382,KPL1,-13.10003761
31703,5288382,LOVO,-8.242673892
31703,5288382,MDAMB436,-7.530098422
31703,5288382,NCIH1650,-13.40522824
31703,5288382,NCIH2122,-9.219154297
31703,5288382,NCIH23,-23.6318948
31703,5288382,NCIH460,2.856776967
31703,5288382,NCIH520,-13.93060179
31703,5288382,OV90,-7.275009999
31703,5288382,RKO,-7.962994128
31703,5288382,RPMI7951,-3.053703894
31703,5288382,SKMEL30,-4.096792214
31703,5288382,SKMES1,-10.20914689
31703,5288382,SKOV3,-7.552835087
31703,5288382,SW620,-3.807000769
31703,5288382,SW837,6.271989253
31703,5288382,T47D,6.348842544
31703,5288382,UACC62,-13.6567175
31703,5288382,VCAP,9.038323628
31703,5288382,ZR751,-5.531905167
31703,208908,A2058,6.131999815
31703,208908,A2780,9.197786316
31703,208908,A375,0.073426116
31703,208908,CAOV3,15.34282083
31703,208908,DLD1,18.10752479
31703,208908,ES2,5.681725257
31703,208908,HCT116,15.6821391
31703,208908,HT144,16.90605619
31703,208908,HT29,-3.708763509
31703,208908,KPL1,0.146400657
31703,208908,LOVO,27.36484932
31703,208908,MDAMB436,-6.329957799
31703,208908,NCIH1650,8.466612469
31703,208908,NCIH2122,5.726835919
31703,208908,NCIH23,12.68106737
31703,208908,NCIH460,7.191952438
31703,208908,NCIH520,-18.33191573
31703,208908,OV90,-19.34729439
31703,208908,RKO,12.94299615
31703,208908,RPMI7951,3.984878083
31703,208908,SKMEL30,2.569970236
31703,208908,SKMES1,4.299926769
31703,208908,SKOV3,4.529010712
31703,208908,SW620,17.54790386
31703,208908,SW837,35.1944599
31703,208908,T47D,42.3755568
31703,208908,UACC62,18.68777203
31703,208908,VCAP,9.975958268
31703,208908,ZR751,20.61489083
31703,216239,A2058,-4.862590299
31703,216239,A2780,-3.553426077
31703,216239,A375,-46.04624136
31703,216239,CAOV3,-11.89438771
31703,216239,DLD1,-6.050332538
31703,216239,ES2,-11.95953971
31703,216239,HCT116,-12.93846288
31703,216239,HT144,-4.139761502
31703,216239,HT29,-13.3605129
31703,216239,KPL1,-8.141778775
31703,216239,LOVO,-15.29786353
31703,216239,MDAMB436,-16.18892584
31703,216239,NCIH1650,-22.85367654
31703,216239,NCIH2122,-12.79070237
31703,216239,NCIH23,-13.26867902
31703,216239,NCIH460,-1.644792192
31703,216239,NCIH520,-6.61710691
31703,216239,OV90,-14.13044098
31703,216239,RKO,-12.0189401
31703,216239,RPMI7951,-16.13219697
31703,216239,SKMEL30,-5.768527904
31703,216239,SKMES1,-19.00794257
31703,216239,SKOV3,-22.50246654
31703,216239,SW620,-5.600374644
31703,216239,SW837,-17.63687925
31703,216239,T47D,-2.845453918
31703,216239,UACC62,-8.296192939
31703,216239,VCAP,-17.31329588
31703,216239,ZR751,-18.74222054
31703,5329102,A2058,-3.166045586
31703,5329102,A2780,-2.462325515
31703,5329102,A375,-31.96588485
31703,5329102,CAOV3,-2.451066553
31703,5329102,DLD1,-7.541154695
31703,5329102,ES2,-4.527319575
31703,5329102,HCT116,-8.328886761
31703,5329102,HT144,-4.610397019
31703,5329102,HT29,-7.942580167
31703,5329102,KPL1,0.015693217
31703,5329102,LOVO,-2.036964087
31703,5329102,MDAMB436,-6.431261859
31703,5329102,NCIH1650,-1.246172213
31703,5329102,NCIH2122,-4.384007835
31703,5329102,NCIH23,-15.54788956
31703,5329102,NCIH460,-1.466898108
31703,5329102,NCIH520,-10.66924847
31703,5329102,OV90,-12.69968245
31703,5329102,RKO,-9.807447258
31703,5329102,RPMI7951,-12.95040498
31703,5329102,SKMEL30,-4.046160182
31703,5329102,SKMES1,-16.63118696
31703,5329102,SKOV3,-14.38319177
31703,5329102,SW620,0.598104452
31703,5329102,SW837,-3.256295775
31703,5329102,T47D,-12.09784645
31703,5329102,UACC62,-1.840751973
31703,5329102,VCAP,-4.059515997
31703,5329102,ZR751,-6.11998313
31703,5311,A2058,4.564239416
31703,5311,A2780,1.044796642
31703,5311,A375,12.85459394
31703,5311,CAOV3,-6.281497285
31703,5311,DLD1,1.520443662
31703,5311,ES2,14.05256078
31703,5311,HCT116,-5.2901855
31703,5311,HT144,0.647246455
31703,5311,HT29,24.56828323
31703,5311,KPL1,-7.140546993
31703,5311,LOVO,9.89044371
31703,5311,MDAMB436,9.60669888
31703,5311,NCIH1650,8.300887735
31703,5311,NCIH2122,4.359704234
31703,5311,NCIH23,-2.429277099
31703,5311,NCIH460,13.40511074
31703,5311,NCIH520,-6.127481674
31703,5311,OV90,-0.036322098
31703,5311,RKO,-2.881661544
31703,5311,RPMI7951,-3.295385102
31703,5311,SKMEL30,-0.176543302
31703,5311,SKMES1,13.76353732
31703,5311,SKOV3,22.25581931
31703,5311,SW620,-2.414926132
31703,5311,SW837,3.106179341
31703,5311,T47D,22.84665169
31703,5311,UACC62,2.265366409
31703,5311,VCAP,18.61639583
31703,5311,ZR751,9.802360564
176870,45480520,A2058,9.667112966
176870,45480520,A2780,7.672118374
176870,45480520,A375,-1.887476573
176870,45480520,CAOV3,5.101697029
176870,45480520,DLD1,3.269054825
176870,45480520,ES2,-12.43349741
176870,45480520,HCT116,-3.424746588
176870,45480520,HT144,-5.994644575
176870,45480520,HT29,-11.26311941
176870,45480520,KPL1,-2.182880996
176870,45480520,LOVO,0.859202484
176870,45480520,MDAMB436,3.603506997
176870,45480520,NCIH1650,-7.117012472
176870,45480520,NCIH2122,1.002551218
176870,45480520,NCIH23,-4.735547822
176870,45480520,NCIH460,-6.515653333
176870,45480520,NCIH520,-3.76865619
176870,45480520,OV90,-13.32020911
176870,45480520,RKO,-5.955965421
176870,45480520,RPMI7951,-8.09310882
176870,45480520,SKMEL30,-1.277147404
176870,45480520,SKMES1,1.867379123
176870,45480520,SKOV3,0.805779261
176870,45480520,SW620,-11.64468066
176870,45480520,SW837,1.088154556
176870,45480520,T47D,-14.15331149
176870,45480520,UACC62,-8.248065955
176870,45480520,VCAP,-17.27573982
176870,45480520,ZR751,-1.402435654
176870,387447,A2058,-1.029009573
176870,387447,A2780,-23.08608321
176870,387447,A375,25.53971155
176870,387447,CAOV3,-18.43407369
176870,387447,DLD1,5.56940171
176870,387447,ES2,-22.64897131
176870,387447,HCT116,2.243477444
176870,387447,HT144,-16.19947167
176870,387447,HT29,-14.92795583
176870,387447,KPL1,8.452684743
176870,387447,LOVO,4.443649109
176870,387447,MDAMB436,-6.150347221
176870,387447,NCIH1650,-14.2940195
176870,387447,NCIH2122,-3.425737389
176870,387447,NCIH23,-6.601665315
176870,387447,NCIH460,5.157072525
176870,387447,NCIH520,-23.84255611
176870,387447,OV90,-10.51068817
176870,387447,RKO,12.72509864
176870,387447,RPMI7951,-16.84735374
176870,387447,SKMEL30,2.096111215
176870,387447,SKMES1,-11.42040437
176870,387447,SKOV3,-6.234852767
176870,387447,SW620,3.157810084
176870,387447,SW837,29.48258491
176870,387447,T47D,-42.70233051
176870,387447,UACC62,-20.68908184
176870,387447,VCAP,12.84897078
176870,387447,ZR751,13.7066596
176870,3062316,A2058,50.85612673
176870,3062316,A2780,55.7433202
176870,3062316,A375,4.771959354
176870,3062316,CAOV3,35.76292632
176870,3062316,DLD1,68.43284741
176870,3062316,ES2,12.7782884
176870,3062316,HCT116,-2.842623837
176870,3062316,HT144,-44.27131648
176870,3062316,HT29,26.65382131
176870,3062316,KPL1,-4.168161385
176870,3062316,LOVO,39.95268983
176870,3062316,MDAMB436,20.86509131
176870,3062316,NCIH1650,61.58695742
176870,3062316,NCIH2122,-6.547239182
176870,3062316,NCIH23,21.80651781
176870,3062316,NCIH460,10.24858768
176870,3062316,NCIH520,48.936706
176870,3062316,OV90,15.20127919
176870,3062316,RKO,11.2554584
176870,3062316,RPMI7951,20.22782323
176870,3062316,SKMEL30,-20.14259668
176870,3062316,SKMES1,55.34476194
176870,3062316,SKOV3,34.88545929
176870,3062316,SW620,31.19986694
176870,3062316,SW837,55.38902039
176870,3062316,T47D,18.30709922
176870,3062316,UACC62,30.71440017
176870,3062316,VCAP,19.84983708
176870,3062316,ZR751,-53.72833547
176870,5288382,A2058,19.85832894
176870,5288382,A2780,-0.606103969
176870,5288382,A375,36.18756156
176870,5288382,CAOV3,2.718354751
176870,5288382,DLD1,31.67965199
176870,5288382,ES2,-3.059834643
176870,5288382,HCT116,41.62495754
176870,5288382,HT144,15.66375655
176870,5288382,HT29,6.113327447
176870,5288382,KPL1,8.393088651
176870,5288382,LOVO,-2.718358817
176870,5288382,MDAMB436,16.84856589
176870,5288382,NCIH1650,15.16674413
176870,5288382,NCIH2122,14.00819815
176870,5288382,NCIH23,0.055246156
176870,5288382,NCIH460,19.6340789
176870,5288382,NCIH520,14.49662936
176870,5288382,OV90,-8.956888638
176870,5288382,RKO,2.174619274
176870,5288382,RPMI7951,-10.72328848
176870,5288382,SKMEL30,5.527399186
176870,5288382,SKMES1,22.27090141
176870,5288382,SKOV3,3.226150897
176870,5288382,SW620,-8.082114571
176870,5288382,SW837,4.350312444
176870,5288382,T47D,14.68821763
176870,5288382,UACC62,11.9198049
176870,5288382,VCAP,0.346307418
176870,5288382,ZR751,2.627795424
176870,104842,A2058,14.2345544
176870,104842,A2780,36.95459201
176870,104842,A375,33.42878416
176870,104842,CAOV3,20.80699628
176870,104842,DLD1,24.11482236
176870,104842,ES2,19.73224317
176870,104842,HCT116,35.52871201
176870,104842,HT144,11.95533838
176870,104842,HT29,33.40283823
176870,104842,KPL1,20.16679018
176870,104842,LOVO,17.72507981
176870,104842,MDAMB436,23.57565008
176870,104842,NCIH1650,4.944760743
176870,104842,NCIH2122,41.60026332
176870,104842,NCIH23,53.28600154
176870,104842,NCIH460,67.7815276
176870,104842,NCIH520,9.534577311
176870,104842,OV90,-17.32644536
176870,104842,RKO,23.1858689
176870,104842,RPMI7951,48.39241724
176870,104842,SKMEL30,14.15300232
176870,104842,SKMES1,27.93890797
176870,104842,SKOV3,21.17547988
176870,104842,SW620,18.90986456
176870,104842,SW837,44.01183222
176870,104842,T47D,11.12311855
176870,104842,UACC62,22.40289979
176870,104842,VCAP,42.30916661
176870,104842,ZR751,52.34467525
176870,216239,A2058,-1.656545425
176870,216239,A2780,2.978239816
176870,216239,A375,17.32043306
176870,216239,CAOV3,2.48056505
176870,216239,DLD1,12.72273885
176870,216239,ES2,2.577457098
176870,216239,HCT116,11.57064644
176870,216239,HT144,0.457942115
176870,216239,HT29,5.478138007
176870,216239,KPL1,4.649033043
176870,216239,LOVO,-2.257154012
176870,216239,MDAMB436,-0.138370486
176870,216239,NCIH1650,25.2103511
176870,216239,NCIH2122,6.21773487
176870,216239,NCIH23,3.924209761
176870,216239,NCIH460,15.32578595
176870,216239,NCIH520,17.26591297
176870,216239,OV90,2.071916185
176870,216239,RKO,16.82768188
176870,216239,RPMI7951,-6.121401576
176870,216239,SKMEL30,8.125797354
176870,216239,SKMES1,-4.668334827
176870,216239,SKOV3,7.979674111
176870,216239,SW620,1.727460308
176870,216239,SW837,6.273767885
176870,216239,T47D,0.960226925
176870,216239,UACC62,2.903669268
176870,216239,VCAP,13.09047278
176870,216239,ZR751,-3.034091706
176870,60700,A2058,20.65954665
176870,60700,A2780,24.97319688
176870,60700,A375,25.44025942
176870,60700,CAOV3,13.85971809
176870,60700,DLD1,18.31000314
176870,60700,ES2,26.16252976
176870,60700,HCT116,32.08496121
176870,60700,HT144,21.41281544
176870,60700,HT29,22.53932867
176870,60700,KPL1,27.57395354
176870,60700,LOVO,32.12638544
176870,60700,MDAMB436,18.18112793
176870,60700,NCIH1650,17.76980064
176870,60700,NCIH2122,37.08704855
176870,60700,NCIH23,29.76010548
176870,60700,NCIH460,33.09865807
176870,60700,NCIH520,31.44481537
176870,60700,OV90,15.64009684
176870,60700,RKO,49.30660489
176870,60700,RPMI7951,18.23841661
176870,60700,SKMEL30,33.82957414
176870,60700,SKMES1,25.71822543
176870,60700,SKOV3,15.86688743
176870,60700,SW620,23.34923593
176870,60700,SW837,41.81525129
176870,60700,T47D,-8.418283418
176870,60700,UACC62,23.24368022
176870,60700,VCAP,58.19345418
176870,60700,ZR751,52.94124794
36462,45480520,A2058,1.917221664
36462,45480520,A2780,14.68267605
36462,45480520,A375,1.313997243
36462,45480520,CAOV3,88.90313873
36462,45480520,DLD1,0.120941364
36462,45480520,ES2,-14.56628388
36462,45480520,HCT116,4.388067132
36462,45480520,HT144,0.551087205
36462,45480520,HT29,8.849832742
36462,45480520,KPL1,6.665522908
36462,45480520,LOVO,-6.133935958
36462,45480520,MDAMB436,19.64911645
36462,45480520,NCIH1650,2.965936251
36462,45480520,NCIH2122,14.82611338
36462,45480520,NCIH23,-3.119972444
36462,45480520,NCIH460,-4.320617073
36462,45480520,NCIH520,4.315067221
36462,45480520,OV90,-9.015840712
36462,45480520,RKO,7.512718983
36462,45480520,RPMI7951,-3.835318235
36462,45480520,SKMEL30,-4.583916575
36462,45480520,SKMES1,6.825822957
36462,45480520,SKOV3,10.96285395
36462,45480520,SW620,6.352315706
36462,45480520,SW837,0.181025447
36462,45480520,T47D,19.26227749
36462,45480520,UACC62,-6.40736852
36462,45480520,VCAP,13.83317407
36462,45480520,ZR751,23.68977919
36462,387447,A2058,-6.671434145
36462,387447,A2780,-1.471039843
36462,387447,A375,-9.828740982
36462,387447,CAOV3,54.31000908
36462,387447,DLD1,5.879209382
36462,387447,ES2,-38.16106574
36462,387447,HCT116,-8.868555969
36462,387447,HT144,2.165216764
36462,387447,HT29,-16.41332149
36462,387447,KPL1,10.85696912
36462,387447,LOVO,5.782023495
36462,387447,MDAMB436,7.037605402
36462,387447,NCIH1650,-9.014306492
36462,387447,NCIH2122,-11.99507083
36462,387447,NCIH23,-11.27577628
36462,387447,NCIH460,-8.824395786
36462,387447,NCIH520,-33.89563814
36462,387447,OV90,-20.56680342
36462,387447,RKO,-0.373258299
36462,387447,RPMI7951,-15.77053036
36462,387447,SKMEL30,-0.547561579
36462,387447,SKMES1,-21.79160617
36462,387447,SKOV3,-4.762213184
36462,387447,SW620,7.87371551
36462,387447,SW837,-14.57106296
36462,387447,T47D,-19.80398812
36462,387447,UACC62,-17.8222598
36462,387447,VCAP,-10.5712824
36462,387447,ZR751,26.75504326
36462,3062316,A2058,11.20512286
36462,3062316,A2780,66.56695223
36462,3062316,A375,33.1108059
36462,3062316,CAOV3,58.84842185
36462,3062316,DLD1,15.35793785
36462,3062316,ES2,-17.70072655
36462,3062316,HCT116,4.519576836
36462,3062316,HT144,-36.23824218
36462,3062316,HT29,24.34993899
36462,3062316,KPL1,26.27136634
36462,3062316,LOVO,60.79997037
36462,3062316,MDAMB436,25.68606382
36462,3062316,NCIH1650,50.30604813
36462,3062316,NCIH2122,-55.13805214
36462,3062316,NCIH23,-183.3295713
36462,3062316,NCIH460,40.12098513
36462,3062316,NCIH520,43.69840612
36462,3062316,OV90,1.782687867
36462,3062316,RKO,25.08988503
36462,3062316,RPMI7951,15.50291598
36462,3062316,SKMEL30,-32.47747331
36462,3062316,SKMES1,11.81229646
36462,3062316,SKOV3,5.279879917
36462,3062316,SW620,42.24770688
36462,3062316,SW837,40.76213756
36462,3062316,T47D,-19.09969407
36462,3062316,UACC62,3.717658181
36462,3062316,VCAP,9.609966839
36462,3062316,ZR751,5.129430967
36462,176870,A2058,1.988047409
36462,176870,A2780,19.61720698
36462,176870,A375,34.50823729
36462,176870,CAOV3,92.93746278
36462,176870,DLD1,14.71747986
36462,176870,ES2,18.11376615
36462,176870,HCT116,35.1756303
36462,176870,HT144,31.44622163
36462,176870,HT29,28.78939285
36462,176870,KPL1,21.82928608
36462,176870,LOVO,42.42601554
36462,176870,MDAMB436,30.44386811
36462,176870,NCIH1650,17.79526819
36462,176870,NCIH2122,47.47430247
36462,176870,NCIH23,-164.2668412
36462,176870,NCIH460,46.67308553
36462,176870,NCIH520,27.1848439
36462,176870,OV90,10.83586569
36462,176870,RKO,26.04444652
36462,176870,RPMI7951,-0.933022902
36462,176870,SKMEL30,19.96889488
36462,176870,SKMES1,23.310596
36462,176870,SKOV3,20.97161438
36462,176870,SW620,13.5792001
36462,176870,SW837,57.51358379
36462,176870,T47D,-9.409443094
36462,176870,UACC62,41.71895529
36462,176870,VCAP,41.85350576
36462,176870,ZR751,51.47375496
36462,5288382,A2058,31.06156665
36462,5288382,A2780,14.78833293
