drug_a_name,drug_b_name,cell,synergy
DB01268,DB01103,NCIH322,-4.29
DB01254,DB00553,CAKI1,-5.03
DB00481,DB01259,HL60,14.22
DB00619,DB01217,SKOV3,3.53
DB00482,DB01229,OVCAR4,10.72
DB01103,DB00724,RPMI8226,0.56
DB00482,DB00530,SF295,3.91
DB00755,DB01268,KM12,1.27
DB01248,DB00437,K562,0.92
DB01259,DB00563,COLO205,-8.59
DB01229,DB01259,HL60,17.88
DB00398,DB01143,HL60,5.18
DB01229,DB01217,HT29,-3.14
DB01073,DB01229,KM12,2.54
DB00675,DB00530,IGROV1,5.17
DB01229,DB00188,LOXIMVI,-5.27
DB01030,DB01169,IGROV1,0.77
DB00553,DB00530,MOLT4,5.63
DB00482,DB00553,MCF7,-2.65
DB01006,DB00947,OVCAR4,2.13
DB00619,DB00928,U251MG,-8.28
DB00437,DB00530,MOLT4,-0.64
DB01033,DB04868,HT29,1.33
DB00482,DB00188,MALME3M,3.61
DB01229,DB00553,SKOV3,0.07
DB00563,DB01033,BT549,-6.58
DB01259,DB00648,OVCAR4,1.28
DB00482,DB00755,A498,0.16
DB00563,DB01033,SKMEL5,-5.01
DB00399,DB00553,NCIH322,-1.33
DB00648,DB01217,KM12,4.25
DB01259,DB00947,SW620,0.12
DB01259,DB01041,ACHN,-6.28
DB04868,DB00290,SNB19,-6.36
DB01033,DB00553,A549,-5.36
DB00648,DB01033,UACC62,1.36
DB01254,DB01005,COLO205,1.73
DB00481,DB00553,MDAMB231,4.39
DB00648,DB01217,NCIH522,-2.54
DB00482,DB01073,HCT15,-4.34
DB00563,DB01041,MCF7,-0.58
DB00290,DB00563,NCIH226,-12.16
DB00675,DB01103,KM12,-3.29
DB01006,DB00188,IGROV1,0.01
DB00481,DB01169,MCF7,0.09
DB01248,DB01103,OVCAR4,-0.08
DB01254,DB00399,IGROV1,-0.05
DB04868,DB01259,786O,2.17
DB01254,DB01103,SKMEL5,0.21
DB01259,DB00530,HCT15,-5.63
DB00317,DB01254,UACC257,-2.15
DB01006,DB00648,SF295,-1.25
DB00563,DB00553,NCIH23,-7.46
DB00694,DB00290,SKMEL5,-3.89
DB00675,DB00398,A549,5.99
DB00928,DB00188,NCIH322,-12.68
DB01033,DB00530,KM12,-9.4
DB01006,DB04868,HS578T,-0.71
DB00563,DB00724,NCIH522,-0.14
DB00851,DB01254,MDAMB468,5.15
DB00481,DB00724,MDAMB468,4.51
DB04868,DB01229,HS578T,21.01
DB00398,DB06813,SKMEL28,-0.53
DB00675,DB00553,MALME3M,-0.19
DB01217,DB01033,ACHN,-6.77
DB01229,DB01143,SF295,0.32
DB01005,DB04868,SW620,1.22
DB01229,DB00290,ACHN,-2.78
DB00694,DB00290,A498,-4.4
DB00563,DB01033,RPMI8226,-0.35
DB00482,DB01005,SW620,-2.18
DB00648,DB04845,MALME3M,-0.59
DB01033,DB00188,COLO205,-4.14
DB00290,DB04845,COLO205,5.55
DB01005,DB00188,IGROV1,-2.01
DB01248,DB00648,KM12,1.5
DB00563,DB01169,HCT116,-1.07
DB00619,DB00437,SNB19,0.81
DB00290,DB01041,OVCAR8,-0.54
DB00675,DB01217,LOXIMVI,1.16
DB00987,DB00675,HCT116,1.38
DB00262,DB01169,NCIH322,4.26
DB00947,DB00262,IGROV1,-1.17
DB00619,DB01030,SKOV3,-5.2
DB00947,DB04845,IGROV1,1.45
DB00563,DB00437,MALME3M,0.8
DB00947,DB01217,SW620,0.82
DB00481,DB06813,HCT15,-0.72
DB04868,DB00928,UACC257,0.76
DB00675,DB00648,MALME3M,-2.25
DB00619,DB01248,CAKI1,17.98
DB01259,DB01033,U251MG,-12.03
DB04868,DB00188,MDAMB468,3.96
DB01229,DB01033,SKMEL2,-7.16
DB00928,DB01033,IGROV1,-11.33
DB00987,DB00724,A549,3.94
DB00482,DB00399,NCIH522,-0.68
DB00437,DB01169,NCIH522,1.8
DB00262,DB00530,NCIH226,0.23
DB01259,DB01268,HCT15,11.72
DB00987,DB00188,PC3,-6.2
DB00755,DB00437,UACC62,-5.61
DB01005,DB01030,UACC257,-5.12
DB00481,DB00262,HT29,6.3
DB00947,DB01033,HT29,-1.45
DB01268,DB00399,HCT116,-2.95
DB01248,DB00928,HL60,-6.93
DB01073,DB00290,U251MG,2.22
DB01073,DB00928,786O,-0.19
DB00928,DB00188,UACC62,-7.57
DB00481,DB08877,SF295,-1.49
DB00398,DB06813,NCIH23,-7.28
DB00755,DB00530,OVCAR8,-1.73
DB00398,DB00530,NCIH322,1
DB00544,DB01254,HL60,-6.65
DB01005,DB00563,SKMEL2,0.64
DB00482,DB00947,OVCAR4,3.1
DB06813,DB00437,SKMEL5,-4.62
DB01268,DB01103,ACHN,-6.31
DB00619,DB01268,SF295,-1.44
DB01259,DB01217,NCIH226,-1.44
DB00481,DB01006,SKMEL5,4.59
DB01005,DB01030,786O,-1.9
DB00619,DB04868,SNB19,-1.93
DB00648,DB00399,HCT116,-6.74
DB00987,DB00947,A498,-5.56
DB01006,DB00553,MOLT4,3.12
DB04868,DB01259,SKOV3,-1.48
DB01033,DB00188,HL60,-2.54
DB01143,DB01169,BT549,0.66
DB00987,DB01169,SF295,-2.75
DB00482,DB01103,K562,-1.75
DB00481,DB08881,UACC62,4.96
DB01103,DB00724,IGROV1,1.08
DB01006,DB00648,HT29,4.47
DB00398,DB06813,MDAMB468,2.6
DB00675,DB04868,NCIH460,0.54
DB01041,DB00553,MDAMB468,-3.76
DB06813,DB00553,COLO205,-1.9
DB00482,DB01033,PC3,-6.12
DB00755,DB01169,ACHN,-3.7
DB01033,DB04868,KM12,-0.4
DB00481,DB00437,A498,-1.87
DB00380,DB01254,LOXIMVI,-0.58
DB04868,DB00928,OVCAR8,-2.68
DB06813,DB00188,T47D,-1.72
DB00398,DB01169,SKOV3,-4.98
DB01268,DB00399,KM12,2.51
DB01259,DB01103,ACHN,-4.26
DB01005,DB00553,BT549,-3.23
DB06813,DB01041,MCF7,0.04
DB01103,DB01041,KM12,0.35
DB00619,DB01169,SF295,1.35
DB00619,DB00399,SKMEL28,0.54
DB00481,DB00947,HCT15,-2.1
DB00675,DB01217,786O,1.06
DB00398,DB01169,SKMEL5,-0.63
DB00437,DB00724,NCIH23,-3.92
DB00481,DB00530,A498,-1.3
DB00675,DB00619,SKMEL28,-3.91
DB00947,DB01169,A498,1.88
DB04868,DB00553,MALME3M,1.55
DB01005,DB00437,HL60,-2.75
DB00481,DB01103,SKMEL28,-0.19
DB04868,DB00928,MCF7,0.27
DB00481,DB06772,NCIH322,5.99
DB00987,DB00675,HT29,-2.73
DB00290,DB06813,HCT116,-2.09
DB01006,DB00987,HS578T,1.5
DB01268,DB00553,SNB19,-0.9
DB00675,DB00619,K562,6.92
DB00290,DB06813,SKMEL2,-2.42
DB00482,DB00188,K562,8.61
DB01073,DB01030,A498,-3.27
DB01073,DB04868,LOXIMVI,4.07
DB01006,DB00563,HT29,27.67
DB00444,DB00290,LOXIMVI,-1.65
DB00482,DB00290,PC3,-3.98
DB00482,DB01229,MOLT4,13.61
DB00619,DB01143,MDAMB468,-6.6
DB00481,DB00290,HT29,3.3
DB00290,DB00648,T47D,10.77
DB01073,DB01169,SKOV3,-5.08
DB00481,DB00437,NCIH322,2.62
DB01254,DB00262,SKMEL28,-1.23
DB00399,DB00188,MDAMB468,0.23
DB00987,DB00724,T47D,-1.58
DB00675,DB00399,OVCAR8,6.09
DB00290,DB01217,KM12,-3.53
DB00675,DB00648,HCT15,6.53
DB01268,DB01030,MCF7,-1.49
DB01248,DB01169,HS578T,1.51
DB01248,DB01041,DU145,-0.58
DB00619,DB01248,NCIH322,9.04
DB00755,DB01041,KM12,1.78
DB00724,DB00188,DU145,-2.92
DB00648,DB01217,786O,3.23
DB00755,DB00947,SNB19,1.7
DB01229,DB00928,DU145,-7.4
DB00987,DB00262,MDAMB468,-8.56
DB00262,DB01143,U251MG,-4.2
DB01229,DB00563,BT549,-6.56
DB00290,DB01143,MCF7,-4.41
DB00675,DB01248,MOLT4,50.39
DB01229,DB01254,HCT15,-1.38
DB00987,DB01169,MALME3M,1.27
DB01006,DB01005,NCIH322,-5
DB00262,DB00530,MOLT4,0.68
DB00987,DB01217,SNB19,-6.82
DB00987,DB01005,NCIH522,-0.44
DB01268,DB01103,OVCAR4,-3.99
DB01006,DB01073,MALME3M,0.18
DB00928,DB01268,T47D,-0.14
DB01103,DB01030,MALME3M,-2.06
DB04845,DB00188,OVCAR4,2.07
DB01254,DB00290,BT549,-4.81
DB01073,DB00553,U251MG,3.78
DB01229,DB00399,HCT15,-4.78
DB01073,DB00290,SNB19,-5.64
DB00482,DB00399,A549,1.91
DB00437,DB00553,NCIH23,-4.56
DB00675,DB00619,OVCAR8,-0.01
DB01217,DB04868,SKMEL5,0.75
DB06813,DB01169,MCF7,4.08
DB00482,DB00262,COLO205,-5.36
DB00675,DB01030,NCIH226,-4.15
DB00482,DB01217,SKOV3,2.16
DB01268,DB01217,SW620,-4.89
DB00928,DB01169,T47D,-1.33
DB00928,DB01041,MDAMB231,-8.81
DB04845,DB00188,HL60,-0.8
DB01229,DB01217,NCIH522,-1.43
DB01006,DB00648,SNB19,-0.78
DB00648,DB00262,MCF7,1.53
DB04868,DB00648,HT29,-0.24
DB01204,DB01254,SKMEL28,-3.63
DB01254,DB00290,NCIH522,-5.39
DB01268,DB01217,KM12,-2.14
DB00482,DB00399,BT549,1.54
DB00987,DB01041,MCF7,-0.33
DB00648,DB06813,NCIH522,0.22
DB01217,DB06813,HL60,-3.53
DB00928,DB01030,U251MG,-2.78
DB01073,DB01229,CAKI1,-12.43
DB01033,DB00553,UACC62,-1.36
DB01006,DB00755,A498,0.89
DB01073,DB01248,MALME3M,0.47
DB00928,DB00437,K562,-0.04
DB00262,DB01169,COLO205,-1.33
DB00290,DB00947,BT549,-16.61
DB01217,DB00553,COLO205,4.52
DB04868,DB01169,SKMEL5,-1.64
DB00619,DB04868,SKMEL5,0.87
DB00481,DB01169,K562,-4.12
DB01033,DB00724,SNB19,-3.06
DB00481,DB08881,MOLT4,1.725
DB00481,DB00544,SW620,2.72
DB04868,DB01041,UACC257,1.24
DB00648,DB01033,MOLT4,2.46
DB00619,DB00437,CAKI1,0.07
DB00928,DB00563,BT549,-6.2
DB06813,DB01030,T47D,6.62
DB01073,DB04845,K562,-1.67
DB01030,DB00188,LOXIMVI,-2.49
DB00755,DB04868,MOLT4,-1.23
DB00563,DB00188,MDAMB468,-5.58
DB01073,DB04845,A498,1.08
DB00619,DB01005,MDAMB231,-1.28
DB00481,DB08865,SF295,-3.61
DB01229,DB00648,SNB19,-1.1
DB01268,DB00724,MCF7,4.95
DB00619,DB04868,HS578T,1.94
DB00290,DB00262,MOLT4,11.57
DB04868,DB00530,IGROV1,6.69
DB00987,DB00262,SKMEL5,-5.14
DB01229,DB00398,U251MG,4.91
DB00987,DB00648,MCF7,2.05
DB06813,DB00530,U251MG,-0.84
DB06813,DB00563,A549,10.46
DB01073,DB04845,MDAMB231,-1.86
DB00675,DB01169,CAKI1,0.2
DB00987,DB04868,HL60,-0.73
DB00290,DB04845,MCF7,-8.73
DB00928,DB00563,ACHN,-1.65
DB01248,DB01169,ACHN,-5.95
DB00619,DB00290,ACHN,4.35
DB01073,DB00553,MDAMB231,0.84
DB01073,DB01169,MOLT4,0.65
DB00563,DB00755,SKOV3,0.72
DB01073,DB01169,OVCAR8,-0.77
DB00648,DB00563,SNB19,3.02
DB01073,DB00437,HCT116,-5.13
DB01268,DB01103,OVCAR8,-8.59
DB01248,DB00262,NCIH322,-2.37
DB00399,DB01030,SKMEL2,10.78
DB01006,DB01259,MALME3M,9.01
DB00398,DB01041,MDAMB468,7.95
DB01006,DB04868,NCIH23,1.3
DB00987,DB00399,U251MG,-10.25
DB01268,DB01217,IGROV1,-0.96
DB00619,DB01259,KM12,1.32
DB00619,DB01143,SNB19,2.13
DB00619,DB01268,NCIH322,4.25
DB00444,DB01254,MDAMB231,0.24
DB00481,DB01229,NCIH460,0.91
DB00987,DB00188,SKOV3,-6.16
DB01073,DB01103,COLO205,-8.5
DB01143,DB01030,COLO205,-5.6
DB01041,DB01169,SKMEL28,-2.59
DB00755,DB01259,BT549,0.66
DB00290,DB01030,UACC257,-5.02
DB00648,DB00563,KM12,-1.34
DB01073,DB00437,RPMI8226,-6.67
DB01259,DB01169,SF295,0.63
DB00482,DB00928,DU145,-5.09
DB01073,DB00530,A498,-5.57
DB00675,DB01103,MDAMB231,-2.98
DB00437,DB01030,NCIH322,-1.37
DB00928,DB01033,U251MG,-1.3
DB01033,DB01169,NCIH522,-0.3
DB00928,DB00290,HS578T,-2.81
DB00563,DB00553,CAKI1,2.68
DB01254,DB00437,COLO205,-0.06
DB00928,DB01005,MALME3M,-5.59
DB00480,DB01005,BT549,-1.3
DB00947,DB00563,NCIH226,-7.15
DB00482,DB00947,SKOV3,4.58
DB00351,DB00290,CAKI1,-8.68
DB01041,DB00724,UACC62,3.68
DB00851,DB01254,SNB19,-3.55
DB00987,DB01169,A498,-6.51
DB01254,DB01033,CAKI1,12.71
DB06813,DB01033,SKMEL5,-7.86
DB00553,DB04845,MALME3M,7.07
DB01073,DB00675,HT29,10.51
DB00399,DB01033,U251MG,0.09
DB00444,DB00290,SKMEL28,-6.76
DB01006,DB00437,A549,-0.88
DB01254,DB00553,OVCAR8,-1.4
DB01005,DB01169,SNB19,1.43
DB01006,DB00398,NCIH522,-5.1
DB00987,DB00553,MALME3M,-5.94
DB01268,DB04845,SNB19,1.84
DB01268,DB04845,SKOV3,7.77
DB01259,DB01217,HT29,-1.56
DB01229,DB01268,UACC257,-1.44
DB01204,DB01143,SF295,2.91
DB01005,DB01143,HL60,-3.53
DB01073,DB00648,MOLT4,7.83
DB00481,DB00928,BT549,-0.71
DB00290,DB01030,NCIH226,-2.06
DB06813,DB00724,SNB19,0.52
DB01259,DB01217,OVCAR8,3.39
DB01005,DB01217,BT549,-1.94
DB01229,DB01030,NCIH226,-13.06
DB01229,DB06813,SKMEL28,4.56
DB01248,DB01143,KM12,-5.05
DB00619,DB01030,SW620,-0.06
DB01006,DB00987,SNB19,0.17
DB01217,DB01030,HCT116,6.45
DB01229,DB01041,UACC62,8.54
DB00755,DB00648,SKOV3,-1.86
DB00755,DB01254,786O,2.33
DB00648,DB01169,SKMEL28,-2.59
DB00675,DB01005,SF295,0.25
DB00437,DB00530,SKMEL5,-1.82
DB01006,DB01259,NCIH522,-3.29
DB06813,DB01103,COLO205,0.88
DB00755,DB01103,CAKI1,7.2
DB00563,DB01041,A549,0.73
DB00987,DB01254,MALME3M,-8.64
DB01248,DB01030,BT549,-1.77
DB01006,DB01005,HCT116,3.87
DB00928,DB00398,A549,-3.71
DB01259,DB01041,786O,-1.22
DB01254,DB00563,OVCAR8,0.13
DB01259,DB00262,MDAMB468,-4.5
DB00481,DB00947,COLO205,5.3
DB04868,DB00398,SW620,2.92
DB00724,DB04845,786O,6.84
DB04868,DB01041,HL60,3.78
DB00482,DB00947,OVCAR8,3.25
DB00481,DB00437,HS578T,8.95
DB01248,DB00648,MDAMB468,1.4
DB01006,DB00675,SKMEL28,2.6
DB00987,DB04845,U251MG,-9.2
DB00675,DB01143,SNB19,-3.93
DB01073,DB06813,CAKI1,-7.07
DB00987,DB00262,OVCAR4,-3.19
DB01268,DB00947,MOLT4,14.97
DB00928,DB01103,UACC62,-0.67
DB06813,DB00724,UACC62,1.17
DB00437,DB00724,IGROV1,-0.34
DB00755,DB01033,K562,2.2
DB00987,DB01033,SKMEL2,10.45
DB00563,DB00755,MALME3M,-8.79
DB01006,DB00398,A498,3.26
DB01259,DB00290,NCIH322,-5.86
DB00563,DB00987,SKOV3,-6.73
DB00563,DB00482,COLO205,-1.16
DB00563,DB00755,MDAMB231,6.34
DB00619,DB04868,SKOV3,4.02
DB01229,DB01030,SKOV3,-7.48
DB06813,DB00563,UACC257,-0.26
DB01254,DB00648,PC3,-3.27
DB00675,DB00619,MDAMB468,-2.44
DB00675,DB01217,SKMEL28,-2.75
DB00437,DB00530,SW620,-0.28
DB01254,DB06813,OVCAR8,4.95
DB00481,DB00642,NCIH522,-1.7
DB01103,DB00530,NCIH322,2.43
DB01259,DB01005,SW620,-2.31
DB00262,DB01143,UACC62,-1.61
DB01033,DB00530,HT29,-7.68
DB01217,DB00724,OVCAR4,1.95
DB01006,DB00724,BT549,-0.62
DB00482,DB01254,SW620,0.96
DB00482,DB04845,HCT116,0.73
DB01033,DB04868,786O,-5.98
DB00928,DB01169,MDAMB231,1.3
DB01248,DB00437,DU145,-0.96
DB00755,DB01030,NCIH226,-6.48
DB00482,DB01073,SNB19,-3.97
DB01248,DB00928,NCIH226,-6.7
DB00290,DB00188,IGROV1,1.12
DB00317,DB00563,SW620,1.31
DB00482,DB00188,HL60,1.81
DB01254,DB01041,NCIH226,-1.51
DB00290,DB00553,HCT15,2.65
DB00619,DB00553,NCIH226,1.75
DB01103,DB01041,NCIH322,-1.38
DB00481,DB00755,HT29,-2.46
DB01073,DB01030,U251MG,2.5
DB01229,DB00947,T47D,-3.24
DB01229,DB00398,SNB19,0.57
DB01006,DB00530,NCIH460,0.64
DB00290,DB01030,SF295,1.43
DB01103,DB00724,786O,-2.53
DB00947,DB00530,UACC62,-1.97
DB01073,DB01033,OVCAR8,-3.64
DB01229,DB00398,MALME3M,-3.64
DB00351,DB01143,SW620,-1.32
DB00987,DB01030,A549,0.15
DB01248,DB01169,SW620,-3.09
DB01229,DB01248,UACC257,-1.79
DB00648,DB04845,NCIH322,1.98
DB00675,DB00290,MDAMB468,-5.99
DB00553,DB00530,LOXIMVI,1.84
DB01254,DB00437,T47D,-4.97
DB00648,DB04868,HCT116,-0.78
DB04845,DB00530,SNB19,13.25
DB00642,DB01254,OVCAR4,-5.54
DB00437,DB01103,LOXIMVI,1.14
DB00724,DB01169,MOLT4,1.91
DB00755,DB01103,MDAMB231,-3.2
DB06813,DB00262,786O,-1.98
DB01229,DB01033,SKMEL28,-11.36
DB00987,DB01030,OVCAR8,-2.43
DB01033,DB01041,HCT15,-8.02
DB01073,DB00553,NCIH522,-4.56
DB01248,DB00188,DU145,-5.08
DB00262,DB01143,HL60,4.62
DB04868,DB01268,SKMEL28,24.52
DB00482,DB01229,SF295,7.34
DB01248,DB00188,A549,-5.1
DB01033,DB00530,IGROV1,-2.83
DB01229,DB00290,IGROV1,-6.46
DB01005,DB00290,NCIH522,-6.54
DB00619,DB01030,SKMEL5,-2.09
DB00398,DB00262,RPMI8226,-5.47
DB00675,DB01033,MOLT4,-2.99
DB00481,DB00987,T47D,-6.23
DB00380,DB01254,CAKI1,-3.18
DB00619,DB01041,A549,4.63
DB01248,DB06813,786O,-0.52
DB01006,DB01248,UACC62,5.32
DB00482,DB00553,A498,-2.39
DB00928,DB00188,UACC257,-3
DB01248,DB00928,SW620,-9.25
DB01259,DB01033,A549,0.08
DB00398,DB01169,OVCAR4,1.93
DB00619,DB01103,NCIH522,-8.44
DB01006,DB01073,HCT116,-5.23
DB00482,DB00987,A549,-2.3
DB01254,DB00563,COLO205,-2.04
DB00928,DB01030,NCIH23,5.65
DB04868,DB00648,UACC257,-2.15
DB00563,DB01073,RPMI8226,0.32
DB00619,DB00399,NCIH226,0.55
DB00947,DB00724,NCIH322,0.77
DB00482,DB01248,SKMEL5,4.32
DB00437,DB01041,SW620,-1.88
DB00675,DB01217,HCT15,15.27
DB01259,DB00947,MALME3M,1.73
DB01073,DB00399,LOXIMVI,3.03
DB00563,DB00553,PC3,4.55
DB01254,DB01259,NCIH460,-0.65
DB00755,DB01229,ACHN,2.83
DB00317,DB01143,NCIH322,-2.84
DB00482,DB00619,SNB19,-2.39
DB00553,DB01169,RPMI8226,-3.66
DB00619,DB01041,HL60,3.74
DB00987,DB01268,T47D,-0.24
DB00619,DB01103,SW620,4.28
DB00290,DB01169,NCIH522,-3.66
DB00481,DB01248,A498,-2.91
DB00755,DB00398,IGROV1,-1.42
DB01005,DB01143,SKMEL5,-0.86
DB00399,DB00262,UACC62,-2.45
DB00481,DB06772,MDAMB231,4.6
DB01033,DB00724,SW620,-6.78
DB00399,DB01103,KM12,-5.01
DB00544,DB00563,NCIH226,0.48
DB00675,DB00619,HT29,7.84
DB01041,DB00262,MDAMB468,-5.51
DB01006,DB01248,A498,6.68
DB01217,DB00553,SNB19,4.23
DB00619,DB01268,BT549,4.24
DB00399,DB00262,OVCAR4,0.18
DB01259,DB00399,NCIH23,1.26
DB00553,DB01169,MDAMB468,1.25
DB00619,DB06813,HT29,7.75
DB00482,DB00262,NCIH23,2.59
DB01259,DB00947,T47D,2.56
DB01217,DB00563,KM12,9.63
DB01229,DB00530,MDAMB468,2.3
DB00481,DB01041,HL60,9.15
DB04845,DB00530,MCF7,9.72
DB01073,DB01169,UACC257,-4.13
DB00481,DB01030,SKMEL2,1.02
DB00648,DB01143,786O,1.06
DB00290,DB00648,NCIH522,12.09
DB00947,DB00188,SNB19,2.78
DB01103,DB04845,MDAMB468,-2.08
DB00317,DB00290,ACHN,-3.9
DB00553,DB00724,SKMEL28,4.21
DB01073,DB01248,RPMI8226,1.03
DB00619,DB01041,PC3,0.45
DB01229,DB00399,COLO205,-2
DB04868,DB01229,BT549,17.62
DB00648,DB04868,A549,-0.91
DB00755,DB01259,ACHN,-7.61
DB01005,DB00437,786O,1.17
DB00437,DB00188,MCF7,-9.51
DB00619,DB01248,A498,17.51
DB00648,DB01217,CAKI1,2.51
DB01005,DB00398,DU145,-0.35
DB00619,DB00928,LOXIMVI,-9.85
DB04868,DB01248,SKMEL5,17.6
DB00398,DB01217,ACHN,1.74
DB01005,DB00290,MDAMB231,-3.09
DB01254,DB01268,BT549,0.7
DB00544,DB00290,MDAMB468,-4.8
DB01006,DB00648,NCIH322,-1.48
DB00317,DB01143,UACC62,-4.88
DB00290,DB01143,NCIH460,9.56
DB00648,DB01033,HCT116,-0.33
DB01033,DB01103,SKMEL5,-8.33
DB00755,DB01169,A549,-4.52
DB00481,DB04868,OVCAR8,5.3
DB00481,DB06813,K562,2.08
DB01268,DB01217,MDAMB231,-1.18
DB04868,DB00399,NCIH460,-1.64
DB04868,DB01248,UACC62,0.62
DB01006,DB01041,COLO205,-0.43
DB01073,DB01033,SKMEL2,12.17
DB01103,DB00724,HS578T,-4.13
DB01143,DB00188,OVCAR8,1.58
DB00987,DB01073,MCF7,-0.67
DB00482,DB00987,HT29,-0.44
DB01254,DB01169,NCIH460,-1.59
DB01259,DB01103,A549,-5.07
DB01259,DB01143,OVCAR4,2.18
DB00619,DB01259,HS578T,0.57
DB01006,DB01259,U251MG,-2.91
DB00482,DB01033,KM12,-9.97
DB01005,DB04845,UACC257,2.58
DB00755,DB01169,MCF7,-13.49
DB00648,DB00563,UACC257,-0.82
DB01006,DB04868,MDAMB231,2.49
DB00928,DB06813,SW620,-1.63
DB00563,DB00530,KM12,-2.11
DB01217,DB00530,SW620,0.83
DB01073,DB01005,OVCAR8,2.8
DB00947,DB01033,K562,2.16
DB00987,DB01217,SKOV3,-3.41
DB00648,DB01033,MALME3M,-7.67
DB00290,DB04845,SNB19,-4.99
DB00482,DB00928,HS578T,-5.32
DB01259,DB00530,SKMEL5,1.38
DB00398,DB00437,HS578T,-0.3
DB01254,DB00290,OVCAR8,-11.26
DB00444,DB01143,NCIH226,0.19
DB00619,DB01169,OVCAR8,-1.72
DB04868,DB00188,PC3,-2.01
DB04868,DB01248,HL60,11.51
DB00437,DB01041,NCIH522,1.34
DB04868,DB00437,OVCAR8,3.39
DB01229,DB01248,MALME3M,-0.34
DB00619,DB00399,NCIH23,4.76
DB00530,DB01169,SKMEL2,-1.04
DB00947,DB01030,HL60,2.32
DB00987,DB01259,MALME3M,-5.96
DB00399,DB01030,HT29,-8.18
DB00398,DB01030,NCIH322,-3.24
DB00928,DB00262,MDAMB468,-0.85
DB01073,DB00648,NCIH226,12.35
DB00262,DB00530,HS578T,-2.29
DB00480,DB01169,HS578T,3.03
DB01073,DB04845,HCT116,-4.98
DB01254,DB00437,HCT15,-0.13
DB00399,DB01005,OVCAR4,1.26
DB01229,DB01041,OVCAR8,-0.62
DB00947,DB01041,SW620,2.12
DB06813,DB00553,HCT15,5.74
DB00398,DB00648,T47D,7.28
DB00482,DB00947,HS578T,-0.47
DB00481,DB08828,DU145,10.08
DB01005,DB00947,NCIH322,0.2
DB01006,DB01143,OVCAR8,4.55
DB00437,DB00530,NCIH322,-0.99
DB00399,DB01217,DU145,-0.11
DB01259,DB04845,U251MG,-1.27
DB00481,DB01206,K562,18.27
DB01254,DB00530,UACC62,-2.89
DB00444,DB00290,A498,1.76
DB00619,DB00530,SKOV3,-1.57
DB01217,DB00724,T47D,-6.18
DB00755,DB01169,CAKI1,-3.95
DB00481,DB08828,ACHN,1.48
DB00482,DB01033,A549,-5.77
DB01005,DB00188,MDAMB231,-0.78
DB01206,DB00563,SF295,-6.35
DB00724,DB00262,KM12,-4.52
DB01229,DB01248,KM12,-1.55
DB00482,DB00947,KM12,5.37
DB01259,DB01041,OVCAR8,7.35
DB01073,DB00437,A549,0.39
DB00351,DB01254,OVCAR8,-2.76
DB01073,DB01268,LOXIMVI,2.77
DB00563,DB00553,LOXIMVI,5.26
DB01268,DB01033,MOLT4,-1.86
DB00928,DB00437,NCIH322,-11.71
DB06813,DB01103,LOXIMVI,-5.08
DB00482,DB01005,MDAMB468,2.15
DB00290,DB00563,UACC62,-1.07
DB00619,DB00553,NCIH322,-2.22
DB01217,DB06813,SKMEL28,3.03
DB01006,DB01217,NCIH322,-3.97
DB01005,DB00290,A549,2.55
DB01006,DB00563,RPMI8226,-4.45
DB01229,DB00437,LOXIMVI,-2.28
DB00544,DB00563,IGROV1,-5.94
DB04868,DB01217,MOLT4,8.43
DB00317,DB01143,HL60,-5.85
DB01229,DB01169,SF295,-0.04
DB00398,DB01169,BT549,-0.27
DB00481,DB00399,MDAMB468,-0.18
DB01006,DB01217,786O,1.29
DB01143,DB00188,RPMI8226,-3.2
DB01259,DB00724,MOLT4,-0.02
DB00481,DB00351,LOXIMVI,-2.77
DB01206,DB00290,SKOV3,-0.72
DB01206,DB01143,HCT116,-14.97
DB00399,DB01033,OVCAR8,-10.42
DB00482,DB00724,A549,-1.04
DB01073,DB00262,NCIH460,-2.86
DB01229,DB00262,MDAMB231,-6.61
DB01268,DB01143,A498,-1.19
DB01033,DB01103,BT549,-11.52
DB00481,DB00851,HCT116,0.43
DB01006,DB01268,MOLT4,-0.01
DB01259,DB00724,UACC257,1.83
DB00481,DB00694,MDAMB231,-3.85
DB01073,DB00399,DU145,-0.83
DB01248,DB01005,K562,14.6
DB00481,DB00851,DU145,-0.37
DB01254,DB00399,HCT15,-4.46
DB00851,DB00290,COLO205,-4.65
DB00675,DB01033,DU145,16.25
DB01103,DB01041,NCIH226,-0.01
DB00755,DB01217,NCIH522,-2.04
DB00947,DB04845,UACC257,3.24
DB00675,DB00399,HCT116,-1.57
DB00675,DB01169,PC3,-2.02
DB01073,DB00755,MALME3M,-5.59
DB04845,DB00530,SKMEL2,25.89
DB01030,DB00530,786O,-2.22
DB00290,DB00398,DU145,-5.31
DB01268,DB01041,DU145,-1.52
DB00755,DB06813,DU145,2.82
DB00928,DB01217,MCF7,-2.77
DB01006,DB00398,U251MG,-1.85
DB00481,DB00851,HT29,-0.07
DB00947,DB00188,KM12,-2.05
DB00947,DB01041,ACHN,5.99
DB00481,DB00851,A549,-1.79
DB00619,DB00437,MOLT4,-0.91
DB00947,DB00398,SKOV3,3.3
DB01268,DB01143,MDAMB231,8.64
DB00444,DB00563,CAKI1,-7.18
DB01005,DB01103,SKMEL5,0.81
DB01073,DB00947,CAKI1,-7.51
DB00928,DB01217,UACC62,-2.34
